URL,Channel Has Title,Has Description,Location,Year,Quarter,Month,Day,Is Verified,Subscriber
youtube.com/channel/UCR5pJSy9F5_fL9bou-xh0yl1,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,87
youtube.com/channel/UCR5pJSy9F5_fL9bou-xh0yl1,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,86
youtube.com/channel/UCR5pJSy9F5_fL9bou-xh0yl1,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,86
youtube.com/channel/UCR4CRgK_-6NSJpyf0JIxSKR4,Has Title,Has Description,India,2021,Qtr 3,July,29,,130000
youtube.com/channel/UCR4CRgK_-6NSJpyf0JIxSKR4,Has Title,Has Description,India,2022,Qtr 2,May,21,FALSE,129000
youtube.com/channel/UCr2ulDNcn8i1PTqz4VPaUhQ2,Has Title,No Description,Spain,2021,Qtr 3,July,29,,887
youtube.com/channel/UCr2ulDNcn8i1PTqz4VPaUhQ2,Has Title,Has Description,Spain,2021,Qtr 4,December,30,TRUE,884
youtube.com/channel/UCr2ulDNcn8i1PTqz4VPaUhQ2,Has Title,Has Description,Spain,2022,Qtr 1,January,28,TRUE,883
youtube.com/channel/UCr2ulDNcn8i1PTqz4VPaUhQ2,Has Title,Has Description,Spain,2022,Qtr 2,May,21,TRUE,882
youtube.com/channel/UCqxgWVouf9fjNs1xo0sH5kG1,Has Title,No Description,United Arab Emirates,2021,Qtr 3,July,29,,25400
youtube.com/channel/UCqxgWVouf9fjNs1xo0sH5kG1,Has Title,No Description,United Arab Emirates,2021,Qtr 4,December,30,FALSE,25500
youtube.com/channel/UCqxgWVouf9fjNs1xo0sH5kG1,Has Title,No Description,United Arab Emirates,2022,Qtr 1,January,28,FALSE,25500
youtube.com/channel/UCqxgWVouf9fjNs1xo0sH5kG1,Has Title,No Description,United Arab Emirates,2022,Qtr 2,May,21,FALSE,25800
youtube.com/channel/UCQUti1G0Y8b91q-cGghV4bn2,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,579
youtube.com/channel/UCQUti1G0Y8b91q-cGghV4bn2,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,579
youtube.com/channel/UCQUti1G0Y8b91q-cGghV4bn2,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,592
youtube.com/channel/UCQUti1G0Y8b91q-cGghV4bn2,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,579
youtube.com/channel/UCqpt893Z32ZFa5CRlOPxIim1,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,468
youtube.com/channel/UCqpt893Z32ZFa5CRlOPxIim1,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,464
youtube.com/channel/UCqpt893Z32ZFa5CRlOPxIim1,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,464
youtube.com/channel/UCqpt893Z32ZFa5CRlOPxIim1,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,463
youtube.com/channel/UCqpt893Z32ZFa5CRlOPxIim1,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,465
youtube.com/channel/UCQOglvUpM3KQPfH0T2SkEej2,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,32800
youtube.com/channel/UCQOglvUpM3KQPfH0T2SkEej2,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,33000
youtube.com/channel/UCQOglvUpM3KQPfH0T2SkEej2,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,33000
youtube.com/channel/UCQOglvUpM3KQPfH0T2SkEej2,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,33300
youtube.com/channel/UCqO7m3L3m5dUoQSjC16EPpt1,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,16300
youtube.com/channel/UCqO7m3L3m5dUoQSjC16EPpt1,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,16300
youtube.com/channel/UCqO7m3L3m5dUoQSjC16EPpt1,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,16300
youtube.com/channel/UCqO7m3L3m5dUoQSjC16EPpt1,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,16300
youtube.com/channel/UCQ8R0njid96dDa1QG24_g_F4,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,386
youtube.com/channel/UCQ8R0njid96dDa1QG24_g_F4,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,396
youtube.com/channel/UCQ8R0njid96dDa1QG24_g_F4,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,397
youtube.com/channel/UCQ8R0njid96dDa1QG24_g_F4,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,399
youtube.com/channel/UCPUPqz1oJ3px5O0mvBMvjDD8,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,28000
youtube.com/channel/UCPUPqz1oJ3px5O0mvBMvjDD8,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,28100
youtube.com/channel/UCPUPqz1oJ3px5O0mvBMvjDD8,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,28200
youtube.com/channel/UCPUPqz1oJ3px5O0mvBMvjDD8,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,28200
youtube.com/channel/UCpTJWGHeL2NEBSGzSdUOYF36,Has Title,Has Description,Canada,2021,Qtr 3,July,29,,4980
youtube.com/channel/UCpTJWGHeL2NEBSGzSdUOYF36,Has Title,Has Description,Canada,2021,Qtr 4,December,30,FALSE,4920
youtube.com/channel/UCpTJWGHeL2NEBSGzSdUOYF36,Has Title,Has Description,Canada,2022,Qtr 1,January,28,FALSE,4910
youtube.com/channel/UCpTJWGHeL2NEBSGzSdUOYF36,Has Title,Has Description,Canada,2022,Qtr 2,May,21,FALSE,4890
youtube.com/channel/UCPRg2YuIy82ihXWbrDFu1Iv2,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,1820
youtube.com/channel/UCPRg2YuIy82ihXWbrDFu1Iv2,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,1950
youtube.com/channel/UCPRg2YuIy82ihXWbrDFu1Iv2,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,1950
youtube.com/channel/UCPRg2YuIy82ihXWbrDFu1Iv2,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,1980
youtube.com/channel/UCPPIVbVHM59NDRXuE0I6E6X4,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,80
youtube.com/channel/UCPPIVbVHM59NDRXuE0I6E6X4,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,342
youtube.com/channel/UCPPIVbVHM59NDRXuE0I6E6X4,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,399
youtube.com/channel/UCPPIVbVHM59NDRXuE0I6E6X4,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,444
youtube.com/channel/UCPPIVbVHM59NDRXuE0I6E6X4,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,594
youtube.com/channel/UCpfAIVLEd3yTp-HoALoz-gR4,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,22500
youtube.com/channel/UCpfAIVLEd3yTp-HoALoz-gR4,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,28200
youtube.com/channel/UCpfAIVLEd3yTp-HoALoz-gR4,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,28200
youtube.com/channel/UCpfAIVLEd3yTp-HoALoz-gR4,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,28000
youtube.com/channel/UCPCG9PVgR9_coTIY7VbJdyP5,Has Title,Has Description,Germany,2021,Qtr 3,July,29,,8470
youtube.com/channel/UCPCG9PVgR9_coTIY7VbJdyP5,Has Title,Has Description,Germany,2021,Qtr 4,December,30,FALSE,8590
youtube.com/channel/UCPCG9PVgR9_coTIY7VbJdyP5,Has Title,Has Description,Germany,2022,Qtr 1,January,28,FALSE,8590
youtube.com/channel/UCPCG9PVgR9_coTIY7VbJdyP5,Has Title,Has Description,Germany,2022,Qtr 2,May,21,FALSE,8550
youtube.com/channel/UCp4-SUdBk0U_GAKqspKV1kh3,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,11800
youtube.com/channel/UCp4-SUdBk0U_GAKqspKV1kh3,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,11800
youtube.com/channel/UCp4-SUdBk0U_GAKqspKV1kh3,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,11800
youtube.com/channel/UCp4-SUdBk0U_GAKqspKV1kh3,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,11800
youtube.com/channel/UCOtF8zv3h2JUqUk9cf9SPVd1,Has Title,Has Description,Spain,2021,Qtr 3,July,29,,3450
youtube.com/channel/UCOtF8zv3h2JUqUk9cf9SPVd1,Has Title,Has Description,Spain,2021,Qtr 4,December,30,TRUE,3550
youtube.com/channel/UCOtF8zv3h2JUqUk9cf9SPVd1,Has Title,Has Description,Spain,2022,Qtr 1,January,28,TRUE,3560
youtube.com/channel/UCOtF8zv3h2JUqUk9cf9SPVd1,Has Title,Has Description,Spain,2022,Qtr 2,May,21,TRUE,3620
youtube.com/channel/UCoT9rhYjI70sOyycDdcJ-V88,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,1050
youtube.com/channel/UCoT9rhYjI70sOyycDdcJ-V88,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,1080
youtube.com/channel/UCoT9rhYjI70sOyycDdcJ-V88,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,1110
youtube.com/channel/UCoT9rhYjI70sOyycDdcJ-V88,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,1120
youtube.com/channel/UCoT9rhYjI70sOyycDdcJ-V88,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,1160
youtube.com/channel/UCoSyVwU-u2sKyYsfz0w0SfN3,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,230
youtube.com/channel/UCoSyVwU-u2sKyYsfz0w0SfN3,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,229
youtube.com/channel/UCoSyVwU-u2sKyYsfz0w0SfN3,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,229
youtube.com/channel/UCoSyVwU-u2sKyYsfz0w0SfN3,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,228
youtube.com/channel/UCOoDNf2_e55eLQo1ZCeAZxi5,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,24800
youtube.com/channel/UCOoDNf2_e55eLQo1ZCeAZxi5,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,24800
youtube.com/channel/UCOoDNf2_e55eLQo1ZCeAZxi5,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,24800
youtube.com/channel/UCOoDNf2_e55eLQo1ZCeAZxi5,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,24700
youtube.com/channel/UCOJQF6Y6Q0Pmxr5--PGkqvp5,Has Title,Has Description,Philippines,2021,Qtr 3,July,29,,67400
youtube.com/channel/UCOJQF6Y6Q0Pmxr5--PGkqvp5,Has Title,Has Description,Philippines,2021,Qtr 4,December,30,FALSE,69000
youtube.com/channel/UCOJQF6Y6Q0Pmxr5--PGkqvp5,Has Title,Has Description,Philippines,2022,Qtr 1,January,28,FALSE,69200
youtube.com/channel/UCOJQF6Y6Q0Pmxr5--PGkqvp5,Has Title,Has Description,Philippines,2022,Qtr 2,May,21,FALSE,69100
youtube.com/channel/UCoHEisDCy8-hRS-XxSHXkhe3,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,289
youtube.com/channel/UCoHEisDCy8-hRS-XxSHXkhe3,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,287
youtube.com/channel/UCoHEisDCy8-hRS-XxSHXkhe3,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,288
youtube.com/channel/UCoHEisDCy8-hRS-XxSHXkhe3,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,286
youtube.com/channel/UCo-gboW-F3XRGH0Q5V_Yei43,Has Title,Has Description,South Africa,2021,Qtr 4,December,30,FALSE,3770
youtube.com/channel/UCo-gboW-F3XRGH0Q5V_Yei43,Has Title,Has Description,South Africa,2022,Qtr 1,January,28,FALSE,3760
youtube.com/channel/UCo-gboW-F3XRGH0Q5V_Yei43,Has Title,Has Description,South Africa,2022,Qtr 2,May,21,FALSE,3750
youtube.com/channel/UCo-gboW-F3XRGH0Q5V_Yei43,Has Title,Has Description,South Africa,2021,Qtr 3,July,29,,3620
youtube.com/channel/UCog5gwxtM8KwydVFzUvCDGp7,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,4170
youtube.com/channel/UCog5gwxtM8KwydVFzUvCDGp7,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,4190
youtube.com/channel/UCog5gwxtM8KwydVFzUvCDGp7,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,4220
youtube.com/channel/UCog5gwxtM8KwydVFzUvCDGp7,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,4230
youtube.com/channel/UCog5gwxtM8KwydVFzUvCDGp7,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,4240
youtube.com/channel/UCOF4yjOmE89k9Q8iBWDuR4L6,Has Title,No Description,Greece,2021,Qtr 1,March,10,,587
youtube.com/channel/UCOF4yjOmE89k9Q8iBWDuR4L6,Has Title,No Description,Greece,2021,Qtr 3,July,29,,585
youtube.com/channel/UCOF4yjOmE89k9Q8iBWDuR4L6,Has Title,No Description,Greece,2021,Qtr 4,December,30,FALSE,582
youtube.com/channel/UCOF4yjOmE89k9Q8iBWDuR4L6,Has Title,No Description,Greece,2022,Qtr 1,January,28,FALSE,582
youtube.com/channel/UCOF4yjOmE89k9Q8iBWDuR4L6,Has Title,No Description,Greece,2022,Qtr 2,May,21,FALSE,579
youtube.com/channel/UCNWifvx-E8-Y7Nykr5feg-V3,Has Title,Has Description,Brazil,2021,Qtr 3,July,29,,139000
youtube.com/channel/UCNWifvx-E8-Y7Nykr5feg-V3,Has Title,Has Description,Brazil,2021,Qtr 4,December,30,FALSE,142000
youtube.com/channel/UCNWifvx-E8-Y7Nykr5feg-V3,Has Title,Has Description,Brazil,2022,Qtr 1,January,28,FALSE,142000
youtube.com/channel/UCNWifvx-E8-Y7Nykr5feg-V3,Has Title,Has Description,Brazil,2022,Qtr 2,May,21,FALSE,143000
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,Has Title,Has Description,Philippines,2021,Qtr 3,July,29,,15900
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,Has Title,Has Description,Philippines,2021,Qtr 4,December,30,FALSE,15900
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,Has Title,Has Description,Philippines,2022,Qtr 1,January,28,FALSE,15900
youtube.com/channel/UCNVaATD1z1QXXmNsJ_vXfxg5,Has Title,Has Description,Philippines,2022,Qtr 2,May,21,FALSE,16000
youtube.com/channel/UCNUQG0awB4Oh6R1FhC2spcz4,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,2190
youtube.com/channel/UCNUQG0awB4Oh6R1FhC2spcz4,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,3150
youtube.com/channel/UCNUQG0awB4Oh6R1FhC2spcz4,Has Title,No Description,Pakistan,2021,Qtr 4,December,30,FALSE,3210
youtube.com/channel/UCNUQG0awB4Oh6R1FhC2spcz4,Has Title,No Description,Pakistan,2022,Qtr 1,January,28,FALSE,3230
youtube.com/channel/UCNUQG0awB4Oh6R1FhC2spcz4,Has Title,No Description,Pakistan,2022,Qtr 2,May,21,FALSE,3250
youtube.com/channel/UCNOTAzUb_17XR9z_d3qT9M35,Has Title,Has Description,Philippines,2022,Qtr 2,May,21,FALSE,39400
youtube.com/channel/UCNOTAzUb_17XR9z_d3qT9M35,Has Title,Has Description,Philippines,2021,Qtr 3,July,29,,32100
youtube.com/channel/UCNOTAzUb_17XR9z_d3qT9M35,Has Title,Has Description,Philippines,2021,Qtr 4,December,30,FALSE,37100
youtube.com/channel/UCNOTAzUb_17XR9z_d3qT9M35,Has Title,Has Description,Philippines,2022,Qtr 1,January,28,FALSE,37200
youtube.com/channel/UCnod55IXC9Qp5ZUODdaiQaH2,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,5990
youtube.com/channel/UCnod55IXC9Qp5ZUODdaiQaH2,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,5980
youtube.com/channel/UCnod55IXC9Qp5ZUODdaiQaH2,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,5990
youtube.com/channel/UCnod55IXC9Qp5ZUODdaiQaH2,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,6000
youtube.com/channel/UCnMCAmZHR5PIgjeUtorQfIL2,Has Title,Has Description,Uruguay,2021,Qtr 4,December,30,FALSE,13000
youtube.com/channel/UCnMCAmZHR5PIgjeUtorQfIL2,Has Title,Has Description,Uruguay,2022,Qtr 1,January,28,FALSE,13000
youtube.com/channel/UCnMCAmZHR5PIgjeUtorQfIL2,Has Title,Has Description,Uruguay,2022,Qtr 2,May,21,FALSE,13300
youtube.com/channel/UCnMCAmZHR5PIgjeUtorQfIL2,Has Title,Has Description,Uruguay,2021,Qtr 3,July,29,,12500
youtube.com/channel/UCNig4I_oe0A-37CdaiEfUy91,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,271
youtube.com/channel/UCNig4I_oe0A-37CdaiEfUy91,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,356
youtube.com/channel/UCNig4I_oe0A-37CdaiEfUy91,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,284
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,Has Title,No Description,Vietnam,2021,Qtr 4,December,30,FALSE,203000
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,Has Title,No Description,Vietnam,2022,Qtr 1,January,28,FALSE,203000
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,Has Title,No Description,Vietnam,2022,Qtr 2,May,21,FALSE,202000
youtube.com/channel/UCNg3XbkEc6w_rLu_DMKyG0J1,Has Title,No Description,Vietnam,2021,Qtr 3,July,29,,205000
youtube.com/channel/UC-N4P8XQE3klir2IZdrV8d-7,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,10800
youtube.com/channel/UC-N4P8XQE3klir2IZdrV8d-7,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,10800
youtube.com/channel/UC-N4P8XQE3klir2IZdrV8d-7,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,10800
youtube.com/channel/UC-N4P8XQE3klir2IZdrV8d-7,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,10800
youtube.com/channel/UC-N4P8XQE3klir2IZdrV8d-7,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,10800
youtube.com/channel/UCmuemEyT-5iFFnJZM8MYXDD4,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,309
youtube.com/channel/UCmuemEyT-5iFFnJZM8MYXDD4,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,308
youtube.com/channel/UCmuemEyT-5iFFnJZM8MYXDD4,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,306
youtube.com/channel/UCmuemEyT-5iFFnJZM8MYXDD4,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,307
youtube.com/channel/UCmuemEyT-5iFFnJZM8MYXDD4,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,307
youtube.com/channel/UCMrFKNzdy3Yww7lOezoVVPd8,Has Title,Has Description,Russia,2021,Qtr 3,July,29,,141000
youtube.com/channel/UCMrFKNzdy3Yww7lOezoVVPd8,Has Title,Has Description,Russia,2021,Qtr 4,December,30,TRUE,140000
youtube.com/channel/UCMrFKNzdy3Yww7lOezoVVPd8,Has Title,Has Description,Russia,2022,Qtr 1,January,28,TRUE,140000
youtube.com/channel/UCMrFKNzdy3Yww7lOezoVVPd8,Has Title,Has Description,Russia,2022,Qtr 2,May,21,TRUE,139000
youtube.com/channel/UCmlnADMrw1wioPe5Inry32x3,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,1
youtube.com/channel/UCmlnADMrw1wioPe5Inry32x3,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,1
youtube.com/channel/UCmlnADMrw1wioPe5Inry32x3,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,1
youtube.com/channel/UCmlnADMrw1wioPe5Inry32x3,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,1
youtube.com/channel/UCmlnADMrw1wioPe5Inry32x3,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,1
youtube.com/channel/UCMhmgkNHk2bGJ9KhJDo9ETH2,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,12000
youtube.com/channel/UCMhmgkNHk2bGJ9KhJDo9ETH2,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,12100
youtube.com/channel/UCMhmgkNHk2bGJ9KhJDo9ETH2,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,12100
youtube.com/channel/UCMhmgkNHk2bGJ9KhJDo9ETH2,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,12100
youtube.com/channel/UCMgwN3eRN6LlAWx0CQD6ymL7,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,643
youtube.com/channel/UCMgwN3eRN6LlAWx0CQD6ymL7,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,643
youtube.com/channel/UCMgwN3eRN6LlAWx0CQD6ymL7,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,641
youtube.com/channel/UCMgwN3eRN6LlAWx0CQD6ymL7,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,641
youtube.com/channel/UCMgwN3eRN6LlAWx0CQD6ymL7,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,639
youtube.com/channel/UCMbL6BbW_6GkWFM2HLK5hqQ7,Has Title,Has Description,Italy,2021,Qtr 1,March,10,,1210
youtube.com/channel/UCMbL6BbW_6GkWFM2HLK5hqQ7,Has Title,Has Description,Italy,2021,Qtr 3,July,29,,1390
youtube.com/channel/UCMbL6BbW_6GkWFM2HLK5hqQ7,Has Title,Has Description,Italy,2021,Qtr 4,December,30,FALSE,1560
youtube.com/channel/UCMbL6BbW_6GkWFM2HLK5hqQ7,Has Title,Has Description,Italy,2022,Qtr 1,January,28,FALSE,1560
youtube.com/channel/UCMbL6BbW_6GkWFM2HLK5hqQ7,Has Title,Has Description,Italy,2022,Qtr 2,May,21,FALSE,1590
youtube.com/channel/UCMASK6HUc7VVBNxv-IjHAdN6,Has Title,Has Description,Bangladesh,2021,Qtr 4,December,30,FALSE,79900
youtube.com/channel/UCMASK6HUc7VVBNxv-IjHAdN6,Has Title,Has Description,Bangladesh,2022,Qtr 1,January,28,FALSE,79800
youtube.com/channel/UCMASK6HUc7VVBNxv-IjHAdN6,Has Title,Has Description,Bangladesh,2022,Qtr 2,May,21,FALSE,79500
youtube.com/channel/UCMASK6HUc7VVBNxv-IjHAdN6,Has Title,Has Description,Bangladesh,2021,Qtr 3,July,29,,80400
youtube.com/channel/UClzYXQH8I8c-Mlge_tlKFcB3,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,1620
youtube.com/channel/UClzYXQH8I8c-Mlge_tlKFcB3,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,1670
youtube.com/channel/UClzYXQH8I8c-Mlge_tlKFcB3,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,1670
youtube.com/channel/UClzYXQH8I8c-Mlge_tlKFcB3,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,1670
youtube.com/channel/UCl-yc5qCk70nnC6qyl-sQPS2,Has Title,No Description,Location missing,2021,Qtr 1,March,10,,419
youtube.com/channel/UCl-yc5qCk70nnC6qyl-sQPS2,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,519
youtube.com/channel/UCl-yc5qCk70nnC6qyl-sQPS2,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,513
youtube.com/channel/UCl-yc5qCk70nnC6qyl-sQPS2,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,512
youtube.com/channel/UCl-yc5qCk70nnC6qyl-sQPS2,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,512
youtube.com/channel/UCLwrZHaoO3qNaSmT6-7diK13,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,892
youtube.com/channel/UCLwrZHaoO3qNaSmT6-7diK13,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,892
youtube.com/channel/UCLwrZHaoO3qNaSmT6-7diK13,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,890
youtube.com/channel/UCLwrZHaoO3qNaSmT6-7diK13,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,893
youtube.com/channel/UCLVto5KyT7O0Pv12widZAD82,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,11500
youtube.com/channel/UCLVto5KyT7O0Pv12widZAD82,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,11500
youtube.com/channel/UCLVto5KyT7O0Pv12widZAD82,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,11500
youtube.com/channel/UCLVto5KyT7O0Pv12widZAD82,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,11500
youtube.com/channel/UClTAHqOtW0f5FJOY0QtQ4bG2,Has Title,Has Description,Location missing,2021,Qtr 1,March,10,,57
youtube.com/channel/UClTAHqOtW0f5FJOY0QtQ4bG2,Has Title,Has Description,Location missing,2021,Qtr 3,July,29,,71
youtube.com/channel/UClTAHqOtW0f5FJOY0QtQ4bG2,Has Title,Has Description,Location missing,2021,Qtr 4,December,30,FALSE,75
youtube.com/channel/UClTAHqOtW0f5FJOY0QtQ4bG2,Has Title,Has Description,Location missing,2022,Qtr 1,January,28,FALSE,75
youtube.com/channel/UClTAHqOtW0f5FJOY0QtQ4bG2,Has Title,Has Description,Location missing,2022,Qtr 2,May,21,FALSE,75
youtube.com/channel/UCLsq5UyGT8L8-LRqPjKaI9D8,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,735
youtube.com/channel/UCLsq5UyGT8L8-LRqPjKaI9D8,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,758
youtube.com/channel/UCLsq5UyGT8L8-LRqPjKaI9D8,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,756
youtube.com/channel/UCLsq5UyGT8L8-LRqPjKaI9D8,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,758
youtube.com/channel/UCLQxj3Kr632EIMAFbZNWaqK2,Has Title,No Description,Location missing,2021,Qtr 3,July,29,,1910
youtube.com/channel/UCLQxj3Kr632EIMAFbZNWaqK2,Has Title,No Description,Location missing,2021,Qtr 4,December,30,FALSE,1910
youtube.com/channel/UCLQxj3Kr632EIMAFbZNWaqK2,Has Title,No Description,Location missing,2022,Qtr 1,January,28,FALSE,1910
youtube.com/channel/UCLQxj3Kr632EIMAFbZNWaqK2,Has Title,No Description,Location missing,2022,Qtr 2,May,21,FALSE,1930
